0.18993 3.2819858e-14 1.7378281e-15
0.19010 3.3971877e-14 1.7026525e-15
0.19027 3.4542292e-14 1.7102838e-15
0.19044 3.3416158e-14 1.6691530e-15
0.19061 3.4932099e-14 1.6875972e-15
0.19078 3.4469616e-14 1.6602102e-15
0.19095 3.4534670e-14 1.6601473e-15
0.19112 2.8155134e-14 1.7322801e-15
0.19129 3.0102650e-14 2.1064977e-15
0.19146 3.2055360e-14 2.0479443e-15
0.19163 3.1946598e-14 1.7405560e-15
0.19180 2.9000734e-14 1.5697012e-15
0.19197 2.8190303e-14 1.5325753e-15
0.19214 3.0286423e-14 1.5520656e-15
0.19231 2.9647405e-14 1.6572291e-15
0.19248 2.9589765e-14 1.6919149e-15
0.19265 2.5759701e-14 1.5054851e-15
0.19282 2.8208374e-14 1.6814951e-15
0.19299 2.7703592e-14 1.7305808e-15
0.19316 2.7334499e-14 1.6808349e-15
0.19333 2.5442865e-14 1.6721637e-15
0.19350 2.6639896e-14 1.6090042e-15
0.19367 2.7025197e-14 1.5880396e-15
0.19384 2.7425543e-14 1.4483388e-15
0.19401 2.4606161e-14 1.4045908e-15
0.19418 2.4740451e-14 1.6245116e-15
0.19435 2.7036682e-14 1.4953528e-15
0.19452 2.6170718e-14 1.4199066e-15
0.19469 2.6685526e-14 1.3793497e-15
0.19486 2.5985812e-14 1.3443798e-15
0.19503 2.8043064e-14 1.3420836e-15
0.19520 2.7320625e-14 1.3373376e-15
0.19537 2.7054088e-14 1.3294323e-15
0.19554 2.7473951e-14 1.3218622e-15
0.19571 2.8054315e-14 1.4076111e-15
0.19588 2.6015431e-14 1.4477899e-15
0.19605 2.7839493e-14 1.4655722e-15
0.19622 2.9739315e-14 1.3536866e-15
0.19639 3.0273110e-14 1.5340851e-15
0.19656 2.9110770e-14 1.3342333e-15
0.19673 2.9625157e-14 1.3538271e-15
0.19690 2.4973865e-14 1.2558782e-15
0.19707 2.9044035e-14 1.2912175e-15
0.19724 2.7606126e-14 1.3281658e-15
0.19741 2.9389739e-14 1.3436701e-15
0.19758 3.1304206e-14 1.3489416e-15
0.19775 3.1400992e-14 1.3094825e-15
0.19792 3.0677023e-14 1.3583362e-15
0.19809 3.0354349e-14 1.2902599e-15
0.19826 3.2226381e-14 1.3274092e-15
0.19843 3.3543671e-14 1.3048621e-15
0.19860 3.3661047e-14 1.3792182e-15
0.19877 3.3244573e-14 1.2603757e-15
0.19894 3.3728255e-14 1.3079807e-15
0.19911 3.5476309e-14 1.3288522e-15
0.19928 3.5694436e-14 1.2897649e-15
0.19945 3.8322287e-14 1.4041607e-15
0.19962 3.8193236e-14 1.3847003e-15
0.19979 3.6284714e-14 1.2905222e-15
0.19996 3.7336805e-14 1.2882699e-15
0.20013 3.8832541e-14 1.2658924e-15
0.20030 3.8276549e-14 1.2465263e-15
0.20047 3.9224516e-14 1.3017142e-15
0.20064 3.9423066e-14 1.4828190e-15
0.20081 3.7933157e-14 1.2963326e-15
0.20098 3.7531072e-14 1.2420379e-15
0.20115 4.0541350e-14 1.2552326e-15
0.20132 4.0577235e-14 1.2401771e-15
0.20149 4.1498407e-14 1.2682198e-15
0.20166 4.1089118e-14 1.2346951e-15
0.20183 4.0305159e-14 1.2197916e-15
0.20200 4.3143754e-14 1.3343501e-15
0.20217 4.4026280e-14 1.4744822e-15
0.20234 4.0867427e-14 1.2287535e-15
0.20251 3.7585565e-14 1.1893756e-15
0.20268 3.8291037e-14 1.1689833e-15
0.20285 3.9715207e-14 1.1894279e-15
0.20302 3.8243622e-14 1.2520797e-15
0.20319 3.8256816e-14 1.2663248e-15
0.20336 3.7904171e-14 1.2588565e-15
0.20353 3.7361017e-14 1.1147291e-15
0.20370 3.5801897e-14 1.1000366e-15
0.20387 3.5068169e-14 1.1140656e-15
0.20404 3.6597492e-14 1.0939365e-15
0.20421 3.5357868e-14 1.0734765e-15
0.20438 3.6031531e-14 1.1319269e-15
0.20455 3.4540513e-14 1.0757866e-15
0.20472 3.5496391e-14 1.0558097e-15
0.20489 3.4655151e-14 1.0381010e-15
0.20506 3.4710703e-14 1.0830679e-15
0.20523 3.5279563e-14 1.0844600e-15
0.20540 3.7196454e-14 1.1426710e-15
0.20557 3.3439960e-14 1.1812721e-15
0.20574 3.2328455e-14 9.9663758e-16
0.20591 3.4531880e-14 1.1184804e-15
0.20608 3.2519478e-14 1.0056552e-15
0.20625 3.0965274e-14 9.4728486e-16
0.20642 2.9780979e-14 9.3091738e-16
0.20659 3.0993962e-14 9.5232475e-16
0.20676 3.0315253e-14 1.1414686e-15
0.20693 2.8460104e-14 9.4532291e-16
0.20710 2.6671259e-14 9.0726011e-16
0.20727 2.7328272e-14 8.9525236e-16
0.20744 2.7957777e-14 8.8160816e-16
0.20761 2.7841877e-14 8.8631090e-16
0.20778 2.6519406e-14 9.8910682e-16
0.20795 2.6213015e-14 8.5165863e-16
0.20812 2.6210962e-14 8.5872395e-16
0.20829 2.4407230e-14 8.2567932e-16
0.20846 2.6018352e-14 8.6022458e-16
0.20863 2.4476778e-14 8.1665295e-16
0.20880 2.3609945e-14 8.0182196e-16
0.20897 2.4259852e-14 7.9749169e-16
0.20914 2.2957480e-14 7.9165635e-16
0.20931 2.3302120e-14 8.0908906e-16
0.20948 2.3551948e-14 8.5605200e-16
0.20965 2.3923485e-14 7.9591681e-16
0.20982 2.3950824e-14 8.5200886e-16
0.20999 2.1225500e-14 7.6950354e-16
0.21016 2.2721410e-14 7.6677124e-16
0.21033 2.2398588e-14 7.4835885e-16
0.21050 2.1956351e-14 7.5615146e-16
0.21067 2.1093519e-14 7.8130326e-16
0.21084 2.0955678e-14 7.4420091e-16
0.21101 2.1551385e-14 8.7957700e-16
0.21118 2.0474647e-14 7.3841250e-16
0.21135 2.1387109e-14 7.2376759e-16
0.21152 2.0372908e-14 7.0994064e-16
0.21169 2.1004000e-14 6.9087232e-16
0.21186 2.0409733e-14 7.5737609e-16
0.21203 1.9263442e-14 6.7955977e-16
0.21220 1.9302862e-14 6.7113072e-16
0.21237 1.8778876e-14 6.6766773e-16
0.21254 1.9072518e-14 6.5653951e-16
0.21271 1.9015344e-14 6.4769142e-16
0.21288 1.8985945e-14 6.4393973e-16
0.21305 1.8117223e-14 6.3865580e-16
0.21322 2.0026056e-14 6.5862442e-16
0.21339 1.8960802e-14 6.6434452e-16
0.21356 1.8699257e-14 6.4963017e-16
0.21373 1.8636154e-14 6.4654538e-16
0.21390 1.7394230e-14 6.1691740e-16
0.21407 1.7818181e-14 6.2918802e-16
0.21424 1.7617512e-14 6.3356507e-16
0.21441 1.7429578e-14 6.3810841e-16
0.21458 1.8665105e-14 6.1195043e-16
0.21475 1.7581865e-14 6.3933857e-16
0.21492 1.7510881e-14 6.1549806e-16
0.21509 1.7806394e-14 6.2348335e-16
0.21526 1.8095449e-14 6.8011190e-16
0.21543 1.6963683e-14 6.0209840e-16
0.21560 1.6772318e-14 6.2487180e-16
0.21577 1.6762979e-14 6.2402367e-16
0.21594 1.6852703e-14 5.9177393e-16
0.21611 1.5846202e-14 5.7760656e-16
0.21628 1.6244538e-14 5.6004003e-16
0.21645 1.6017732e-14 5.7149715e-16
0.21662 1.7125399e-14 6.0883444e-16
0.21679 1.5859362e-14 5.5810165e-16
0.21696 1.6193167e-14 5.4970108e-16
0.21713 1.5934737e-14 5.6850864e-16
0.21730 1.6053173e-14 5.7677072e-16
0.21747 1.5455039e-14 5.6341291e-16
0.21764 1.4447679e-14 6.0001348e-16
0.21781 1.4876348e-14 5.6241673e-16
0.21798 1.4741645e-14 5.4190142e-16
0.21815 1.3392732e-14 5.1861956e-16
0.21832 1.3766682e-14 5.1767608e-16
0.21849 1.5387891e-14 5.2570018e-16
0.21866 1.4107580e-14 5.1252043e-16
0.21883 1.4382319e-14 5.0866968e-16
0.21900 1.5406369e-14 5.2126608e-16
0.21917 1.5077113e-14 5.4056380e-16
0.21934 1.3883011e-14 6.0300231e-16
0.21951 1.3895476e-14 5.2299199e-16
0.21968 1.3183096e-14 5.2421569e-16
0.21985 1.2516472e-14 5.2885025e-16
